iter	Logloss
353	0.1810877753
354	0.1810446453
355	0.1810204463
356	0.1809522589
357	0.1808991451
358	0.1808207628
359	0.1807463428
360	0.1806837664
361	0.1805944058
362	0.1805463555
363	0.1804707911
364	0.180408321
365	0.1803558838
366	0.1802768838
367	0.1802495754
368	0.1801955293
369	0.1801303341
370	0.1800526687
371	0.1799970829
372	0.1799141258
373	0.179839916
374	0.179749723
375	0.1796816042
376	0.1795980112
377	0.1795290279
378	0.1794703098
379	0.179468079
380	0.1793807426
381	0.1793184702
382	0.1792778282
383	0.1792349552
